0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,3,3,4,4,5,6,7,7,8,10,11,13,15,16,17,19,20,21,22,23,25,27,28,30,32,34,36,39,42,44,47,50,53,55,58,61,64,68,71,74,76,78,81,84,87,90,91,92,92,92,92,93,96,102,110,119,125,130,134,137,141,147,152,158,165,173,179,184,188,193,198,203,208,214,218,223,227,231,234,237,241,244,248,252,256,260,266,270,273,275,276,276,276,276,279,281,283,285,287,293,303,310,316,319,319,319,319,319,319,319,320,328
449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,446,440,427,409,382,358,342,340,340,340,340,340,340,340,340,340,339,337,333,325,319,318,318,318,318,318,318,318,318,316,306,293,284,275,274,274,274,274,274,274,274,274,274,274,270,258,248,242,240,240,240,241,241,241,241,241,241,237,225,211,201,192,189,188,188,188,189,190,190,190,189,186,183,176,170,165,161,160,160,160,160,160,160,160,158,155,149,142,135,126,119,116,115,112,109,105,99,93,86,80,73,59
